stimulus_id,n_constraints,delta_logit,l10h7_activation,l10h7_zscore
291,2,7.328492385027834,-0.032338663935661316,-0.06448987472622279
291,3,8.300752626553798,-0.03417261689901352,-0.07402970093487925
291,4,8.01945183607038,-0.035859446972608566,-0.08280422572760782
291,5,7.966745815027598,-0.03681010752916336,-0.08774935609582636
291,6,7.698423909506028,-0.03692464157938957,-0.0883451374249911
291,7,7.7852349612041385,-0.03782182186841965,-0.09301207502165365
292,1,4.369660657522011,-0.0058222622610628605,-0.043507795071718536
292,2,4.608945230455626,-0.0113008301705122,-0.0715211118996732
292,3,4.114943633827441,-0.013731436803936958,-0.08394942434037812
292,4,4.119698743721837,-0.015126243233680725,-0.09108142581884619
292,5,4.094168180975583,-0.0163694117218256,-0.09743806377689099
292,6,4.2394032680412375,-0.018032053485512733,-0.10593957571712327
292,7,4.0856563066217015,-0.022879784926772118,-0.1307272645813261
293,1,8.3081134684948,-0.019028253853321075,-0.08068363457556257
293,2,6.923773972014431,-0.021806862205266953,-0.09488020784114069
293,3,6.6315973689688095,-0.020584657788276672,-0.08863567376019883
293,4,6.148654181717485,-0.022365791723132133,-0.09773591215265709
293,5,5.630823984896196,-0.024073518812656403,-0.10646109745164521
293,6,5.450790841061278,-0.02656663954257965,-0.11919904631640714
293,7,5.444932715164537,-0.030740292742848396,-0.1405232366799881
294,1,10.086243465159535,-0.018474232405424118,-0.008561844279835713
294,2,9.612934054902302,-0.019009601324796677,-0.011343460895623205
294,3,8.620895894079084,-0.019302915781736374,-0.012867434995633253
294,4,7.904306370583024,-0.021218882873654366,-0.022822226365343652
294,5,7.557383610116134,-0.023551715537905693,-0.03494292643948753
294,6,7.750890832158856,-0.024427462369203568,-0.03949304477660793
294,7,7.470229439950111,-0.02495979517698288,-0.042258886665567694
295,1,6.2729762646663065,-0.013372473418712616,-0.03395043973084664
295,2,5.431871164439675,-0.01522821094840765,-0.04351615779707577
295,3,5.014708381441052,-0.015378211624920368,-0.04428936206670118
295,4,4.8164450548709095,-0.016363946720957756,-0.04937050305016263
295,5,4.942920922348818,-0.01745358295738697,-0.05498722032059568
295,6,4.49987179453339,-0.019468821585178375,-0.06537511421246249
295,7,4.49419977082945,-0.02188264951109886,-0.07781760515219174
296,1,1.089934482029823,-0.007056325674057007,-0.003567652262891011
296,2,1.2450325682971863,-0.009906072169542313,-0.01807316408946489
296,3,1.271250800972701,-0.01155239250510931,-0.026453109160273488
296,4,0.9695758814861519,-0.01446988619863987,-0.04130346140827416
296,5,0.7552792735927873,-0.01915614865720272,-0.06515703421652366
296,6,0.6092508516395272,-0.02187342382967472,-0.07898825296274965
296,7,0.4988764808937618,-0.024334009736776352,-0.09151289613094327
297,1,7.471437520753525,-0.03219303488731384,-0.08706577541076573
297,2,6.372349297091523,-0.0334496945142746,-0.09353465863931076
297,3,6.430850482499038,-0.03580806404352188,-0.10567479330040135
297,4,6.454788486313046,-0.04054557532072067,-0.13006199138380994
297,5,6.360849103863004,-0.042929232120513916,-0.1423322968539414
297,6,5.808709589527237,-0.046145129948854446,-0.15888671388154926
297,7,5.5149072865670465,-0.04658374562859535,-0.16114456760230178
298,1,6.014297778604389,-0.005916250869631767,-0.01045003521656322
298,2,4.923175196086927,-0.011672711931169033,-0.03952382589985107
298,3,5.261305492381819,-0.02147875353693962,-0.08905057471827356
298,4,5.333633928170678,-0.02351113222539425,-0.09931538011617982
298,5,5.173325008199621,-0.023515647277235985,-0.0993381840005052
298,6,5.3240153543656925,-0.026831619441509247,-0.11608595308728922
298,7,5.500588917510455,-0.029771706089377403,-0.13093526117381363
299,1,7.137652979742673,-0.013156537897884846,-0.025012398444563304
299,2,5.082932423904911,-0.013274705037474632,-0.025612188232074878
299,3,5.6225728862691415,-0.013273807242512703,-0.025607631227045274
299,4,5.610076942756594,-0.015274709090590477,-0.035763758374205326
299,5,5.780851208342497,-0.018064282834529877,-0.04992300644379211
299,6,6.104052083054614,-0.01931113190948963,-0.05625173153881634
299,7,6.025234993134022,-0.022432757541537285,-0.07209640020927954
300,1,7.7811601043623835,-0.005233494099229574,-0.025949503107155547
300,2,5.439410559595965,-0.010222229175269604,-0.05140405284277997
300,3,4.710783695744655,-0.012993086129426956,-0.06554208885287921
300,4,4.745704751253095,-0.02037213370203972,-0.10319298243123828
300,5,4.229804591288413,-0.02165110781788826,-0.10971882710853975
300,6,3.7323676465689135,-0.0225827656686306,-0.11447252333350151
300,7,3.4899585164515097,-0.02450433187186718,-0.12427713346914465
301,1,4.9849717216373275,-0.005080169532448053,-0.002328113888932518
301,2,5.4633781357777105,-0.008441348560154438,-0.020001216869295773
301,3,6.990677687619737,-0.01289607398211956,-0.043424194485979006
301,4,7.002886589459567,-0.014509052038192749,-0.05190524445537022
301,5,6.656771313967852,-0.016673289239406586,-0.06328481888913243
301,6,6.261028165616494,-0.02293170429766178,-0.0961916093060284
301,7,6.257330608585098,-0.025901390239596367,-0.11180623888645896
302,1,4.203283760804903,-0.025440141558647156,-0.08074144532809802
302,2,3.2590172905457746,-0.040826812386512756,-0.16051348147912356
302,3,1.4817051719173733,-0.040513843297958374,-0.15889089646865467
302,4,1.6749192665712707,-0.041398607194423676,-0.16347794576109365
302,5,1.1861394181201148,-0.04241415858268738,-0.16874306145532691
302,6,1.1373159631183143,-0.04384063556790352,-0.17613861666712663
302,7,1.229865482470245,-0.04578085616230965,-0.18619767032008633
303,1,1.4912446322825736,-0.0067155007272958755,-0.011272557966934897
303,2,0.7144239093831757,-0.011409495025873184,-0.036565833482514944
303,3,1.3629836617041406,-0.013807333074510098,-0.04948642403889808
303,4,2.1765127471496726,-0.0168912373483181,-0.06610383673680913
303,5,3.3333959930089714,-0.01960419863462448,-0.08072244786261461
303,6,3.615535884428145,-0.020369451493024826,-0.08484596190106829
303,7,3.505997996317123,-0.021078025922179222,-0.0886640680000316
304,1,7.020914158159888,-0.012235603295266628,-0.01020435018322345
304,2,6.9741842569839765,-0.014730208553373814,-0.022883421764364992
304,3,6.490948053847503,-0.01991027593612671,-0.049211613340011263
304,4,6.245242531448429,-0.022708317264914513,-0.06343292798664649
304,5,6.32071154839868,-0.024337096139788628,-0.07171135355208028
304,6,5.931823049553102,-0.026532327756285667,-0.08286882975489646
304,7,5.785623159759378,-0.027031198143959045,-0.08540438656672725
305,1,6.611798774029324,-0.03216948360204697,-0.15123053211589152
305,2,6.134012562849721,-0.03998922184109688,-0.19087610874869732
305,3,6.940924856775153,-0.04393067955970764,-0.21085904925785848
305,4,6.629062988666765,-0.04570538550615311,-0.21985669578381795
305,5,5.7802267191767385,-0.04719671979546547,-0.2274176659908268
305,6,6.002889341331916,-0.04849016293883324,-0.23397534064603295
305,7,5.76216692580588,-0.04984061419963837,-0.2408220428389217
306,1,7.751025307305044,0.010175223462283611,-0.042436655404623824
306,2,7.246342397189897,0.006954898592084646,-0.05884458311971224
306,3,6.955228256000578,0.002556698862463236,-0.08125391949070106
306,4,7.127256095176512,0.001211331458762288,-0.08810872203389834
306,5,6.985955541067233,-0.002859607106074691,-0.10885062491535638
306,6,7.0445338936255295,-0.004830231890082359,-0.11889118613598933
306,7,7.037679177439103,-0.006133906543254852,-0.12553355929256022
307,1,4.747204221865858,-0.052368078380823135,-0.24189791901973012
307,2,2.7325662260834487,-0.05234135314822197,-0.24176127593990535
307,3,2.0034727233181826,-0.050819527357816696,-0.233980353466337
307,4,1.6655829780579943,-0.05045212432742119,-0.23210186348799314
307,5,1.146691712958531,-0.0517730675637722,-0.23885569627150416
307,6,1.0888881642592771,-0.051036909222602844,-0.23509180225878404
307,7,1.1199094412591106,-0.05163445696234703,-0.2381469960046906
308,1,7.771521613024422,0.0008545468444935977,-0.034210513990855215
308,2,8.922318179549524,-0.014224184677004814,-0.11265555409122928
308,3,7.305881889373884,-0.018533656373620033,-0.13507499166596332
308,4,7.656941995808442,-0.02161714807152748,-0.15111643583828344
308,5,7.796554605478703,-0.0230037160217762,-0.15832986611284444
308,6,7.79861301508305,-0.022443395107984543,-0.15541487313158492
308,7,7.75203971909758,-0.023191826418042183,-0.15930848474249135
309,1,6.9321211277641,-0.0020401226356625557,-0.03519468515017599
309,2,10.469520022872585,-0.008256317116320133,-0.06778036552230868
309,3,11.320568248950467,-0.01730242744088173,-0.11520064179655277
309,4,10.429405786251335,-0.018224084749817848,-0.1200320270717534
309,5,10.552529104024643,-0.019675077870488167,-0.12763822378896497
309,6,10.825796393940681,-0.020839350298047066,-0.13374141269474513
309,7,11.000875208459398,-0.021960468962788582,-0.13961838687600253
310,1,3.3890172348030756,-0.019232401624321938,-0.06309467235214057
310,2,2.758037731713095,-0.018240397796034813,-0.057986084969186974
310,3,2.9090744358066414,-0.02019363082945347,-0.06804477763342802
310,4,2.3750526833468983,-0.02328546904027462,-0.08396702029372861
310,5,2.0441332015030764,-0.0273683350533247,-0.10499282403137374
310,6,1.98664915628772,-0.0304113682359457,-0.12066373222684824
310,7,1.9104067764149506,-0.031806979328393936,-0.12785080249320166
311,1,5.628037862838176,-0.003258166369050741,-0.04075469127154731
311,2,6.039722197636539,-0.004734502173960209,-0.04847309783277458
311,3,5.870634676795821,-0.006712866947054863,-0.0588161536567787
311,4,5.072825669896712,-0.01296383235603571,-0.09149672149658741
311,5,5.564503073344176,-0.01881827972829342,-0.12210426001196241
311,6,5.485730096199253,-0.02121388167142868,-0.13462866651520905
311,7,5.473152532283778,-0.02307116985321045,-0.14433872383460958
312,1,2.7917325436813805,-0.007270526140928268,-0.024808124304935043
312,2,4.980853372493265,-0.009051737375557423,-0.03402478897882736
312,3,6.098030299410083,-0.013446747325360775,-0.05676624274817289
312,4,5.857569732195462,-0.019085180014371872,-0.0859416388890735
312,5,5.820344399655951,-0.022519690915942192,-0.1037131051156447
312,6,6.07478460424093,-0.02392033487558365,-0.11096056990396093
312,7,6.14456457310779,-0.02453804574906826,-0.11415684100063976
313,1,7.68522374522827,-0.028900250792503357,-0.11211405011995214
313,2,8.226353878420262,-0.030611252412199974,-0.12100570451845265
313,3,7.5452443374996125,-0.030212044715881348,-0.11893112035206468
313,4,7.688208044143823,-0.03180396556854248,-0.1272039413059916
313,5,7.297185937891251,-0.03185206279158592,-0.12745389073906443
313,6,7.185086643563373,-0.03139563277363777,-0.12508193624762687
313,7,6.930856678201926,-0.03271542116999626,-0.1319405517886523
314,1,-1.4346326320242988,-0.013296399265527725,-0.01304952868234523
314,2,-2.288692764684319,-0.022498974576592445,-0.0608795372697229
314,3,-2.8589188266881944,-0.024889634922146797,-0.07330489658407535
314,4,-2.5485653278451803,-0.026954391971230507,-0.08403638685178133
314,5,-2.4744880349420018,-0.02882922627031803,-0.09378076139848542
314,6,-2.4544687782563535,-0.03070886619389057,-0.10355011298179247
314,7,-2.318187738866206,-0.03135884925723076,-0.10692837335460699
315,1,8.391213182457417,-0.010942988097667694,-0.05822061386009189
315,2,7.427549562045402,-0.01739404909312725,-0.09190017482913491
315,3,7.391730604570026,-0.02005433291196823,-0.10578892756836254
315,4,7.444285938425849,-0.02135837823152542,-0.11259705942098858
315,5,7.429690183772407,-0.02161850407719612,-0.11395511886036706
315,6,7.655191381445671,-0.02209482714533806,-0.1164418961247177
315,7,7.445469540968433,-0.022462453693151474,-0.11836119292560598
316,1,4.122834878175656,-0.008793738670647144,-0.03425605453873092
316,2,4.903840132887949,-0.010062649846076965,-0.04076115108073181
316,3,5.070398321315269,-0.012070732191205025,-0.051055622255927184
316,4,5.247696716736573,-0.016591764986515045,-0.07423278025761457
316,5,5.0405628708578405,-0.017175642773509026,-0.07722604050046734
316,6,4.677775898846323,-0.021102113649249077,-0.0973551658566152
316,7,4.901876431015387,-0.023050013929605484,-0.1073411125668858
317,1,5.892799993248351,-0.0171195138245821,-0.03896118566417095
317,2,7.867099875275086,-0.01806412637233734,-0.0439067748671441
317,3,8.449757633689861,-0.024747667834162712,-0.07889895295092668
317,4,8.365681352781325,-0.025632012635469437,-0.08352900588791268
317,5,8.023107800129553,-0.02821977809071541,-0.09707744426691195
317,6,7.949078459541828,-0.031891580671072006,-0.11630143958648906
317,7,7.7711403966483426,-0.03355363383889198,-0.12500324248024824
318,1,7.240956197133695,-0.005144000053405762,-0.0035799631377778354
318,2,7.572458914475427,-0.01665799878537655,-0.061882019193543615
318,3,6.294286667973424,-0.017684834077954292,-0.0670814820544935
318,4,6.631765265964847,-0.019896721467375755,-0.07828155125452013
318,5,6.276943089172795,-0.02063763327896595,-0.08203321763709205
318,6,5.749466708113,-0.022471917793154716,-0.09132126439286513
318,7,6.351830065381496,-0.022778406739234924,-0.09287319575318605
319,1,4.6393037332060825,-0.019490104168653488,-0.04924183458509675
319,2,5.230314792053206,-0.02444308251142502,-0.07469219446867391
319,3,5.767855969549954,-0.02500620111823082,-0.07758572038551181
319,4,5.815674784411062,-0.02552625723183155,-0.08025797419621328
319,5,5.6390040362131435,-0.027502702549099922,-0.09041373122432576
319,6,5.609931357661276,-0.031680554151535034,-0.11188118362644055
319,7,5.341565077463922,-0.033051539212465286,-0.1189258466112091
320,1,9.805072020961143,-0.013742786832153797,0.0034071536248457706
320,2,9.653877425057543,-0.017691444605588913,-0.01648878272484712
320,3,8.272383320414654,-0.019896291196346283,-0.027598250789075865
320,4,7.788837900662523,-0.020080382004380226,-0.028525821424304796
320,5,7.834622212612111,-0.025853967294096947,-0.05761694352825854
320,6,7.495526053493171,-0.028346167877316475,-0.07017429010510996
320,7,7.239746540115923,-0.030242357403039932,-0.07972854075821943
321,1,11.664054952501584,-0.046318259090185165,-0.1672660273932357
321,2,8.501279075759934,-0.04566566273570061,-0.16393505845756176
321,3,7.927910072302856,-0.045898303389549255,-0.16512249811428
321,4,7.4978532669852775,-0.050827741622924805,-0.19028323570170694
321,5,6.799065994142103,-0.051701560616493225,-0.1947433646971826
321,6,6.560973362862947,-0.05078549310564995,-0.19006759168584053
321,7,6.511932882041789,-0.04995214566588402,-0.18581403676569974
322,1,5.7806501323100585,-0.006487091537564993,-0.019443989892316344
322,2,6.3380242704547864,-0.006556711625307798,-0.019801954988557708
322,3,6.131625155295844,-0.007329818792641163,-0.023777034459611286
322,4,5.899627117232087,-0.008980058133602142,-0.03226205801618423
322,5,5.814141867136155,-0.01162275392562151,-0.04584998765255007
322,6,6.0653830296306745,-0.016420412808656693,-0.07051807526173859
322,7,6.324169972409712,-0.019380297511816025,-0.0857368928039394
323,1,5.245417528131124,-0.021169820800423622,-0.0502613547133142
323,2,4.86500420243683,-0.022315818816423416,-0.05619252215342357
323,3,4.850910932262368,-0.02639150433242321,-0.0772864271088643
323,4,5.2665771694234875,-0.028862426057457924,-0.0900748004550424
323,5,5.280516127463871,-0.029889127239584923,-0.09538854143638328
323,6,5.223169183876472,-0.03113582357764244,-0.10184087784949593
323,7,4.966228578067361,-0.03251054137945175,-0.10895579545981714
324,1,6.405860361708972,-0.018719272688031197,-0.1020110278169578
324,2,5.713333933365146,-0.02810642309486866,-0.15013699361798327
324,3,5.678260498793281,-0.029319681227207184,-0.15635711547117206
324,4,5.035286344752119,-0.031704504042863846,-0.16858360554468785
324,5,5.38501063622437,-0.03186837211251259,-0.16942372302166478
324,6,5.17978837369666,-0.031245701014995575,-0.16623141794018195
324,7,4.899102204140809,-0.031419944018125534,-0.1671247255411332
325,1,7.003878206153109,-0.03686463460326195,-0.06964229606440926
325,2,7.812230733538563,-0.03984115645289421,-0.08543852438633892
325,3,7.783321258636335,-0.040981415659189224,-0.09148981366917876
325,4,7.073541907295257,-0.04029426723718643,-0.08784315696267724
325,5,7.089590164318038,-0.03883901610970497,-0.0801202238761008
325,6,7.33676849800756,-0.039299387484788895,-0.08256338798544702
325,7,6.995186406424129,-0.0391298271715641,-0.081663541265905
326,1,8.541994814648168,-0.024066748097538948,-0.046191704842180055
326,2,6.6930891191822495,-0.03354693949222565,-0.09385324507426861
326,3,6.242691769928344,-0.033320602029561996,-0.09271533639356218
326,4,6.2882695885840825,-0.036050744354724884,-0.10644109179793174
326,5,6.31905977876929,-0.03821080923080444,-0.11730079016360906
326,6,5.863446388568597,-0.041420064866542816,-0.13343528157097967
326,7,5.567452903451834,-0.04216557368636131,-0.1371833175683405
327,1,5.03688776948792,-0.01598268747329712,-0.05973043531467161
327,2,3.9448960462862073,-0.021276621147990227,-0.08681310161072109
327,3,3.2806895004174295,-0.024396240711212158,-0.10277242803848656
327,4,3.170032342275451,-0.025439171120524406,-0.10810784362565734
327,5,2.894978211593148,-0.026482408866286278,-0.11344483148233833
327,6,2.5114503865144524,-0.02871512621641159,-0.12486695020209149
327,7,2.306688117621869,-0.031043831259012222,-0.13678012204105236
328,1,5.767976613031295,-0.008149085566401482,-0.027478366191782642
328,2,7.561826418068678,-0.01115321833640337,-0.042741161054557435
328,3,7.306870192871128,-0.018927885219454765,-0.08224112821557861
328,4,6.489541076846084,-0.02820114605128765,-0.1293548507509447
328,5,6.0328990780134,-0.03028470277786255,-0.13994056760747603
328,6,6.09468040568178,-0.030272167176008224,-0.1398768792374098
328,7,5.871868229850439,-0.031010925769805908,-0.14363021563546752
329,1,8.97891332158112,-0.02504609525203705,-0.036462261430774585
329,2,8.437789335929132,-0.03504602983593941,-0.08825622618106459
329,3,7.903613719054244,-0.032813504338264465,-0.07669301584598501
329,4,8.02255280005266,-0.035047464072704315,-0.08826365471050365
329,5,7.923278919288918,-0.03808775916695595,-0.10401065141542593
329,6,7.642967941504907,-0.039286404848098755,-0.11021895324343357
329,7,7.663972207069334,-0.040770579129457474,-0.11790613057114588
330,1,10.417688496918688,-0.05732562392950058,-0.20215838570257877
330,2,9.466188535503173,-0.05791805312037468,-0.20521404825996814
330,3,8.365264886751184,-0.0557849258184433,-0.1942116916457716
330,4,8.100507064811945,-0.057519715279340744,-0.20315948031364056
330,5,8.25297562044728,-0.05644816532731056,-0.1976325833996651
330,6,8.067839666713423,-0.05605973303318024,-0.19562910680611026
330,7,8.156607281273525,-0.0568423755466938,-0.19966586168112915
331,1,3.2991633427986113,-0.02519756369292736,0.018934160115364248
331,2,2.081222412192023,-0.024562131613492966,0.022139009618610844
331,3,1.5309937878298008,-0.0289977565407753,-0.0002323984435102796
331,4,1.426241541520601,-0.03269735723733902,-0.018891612918717063
331,5,1.503598615064907,-0.033639319241046906,-0.02364246915869081
331,6,1.2486945154359268,-0.034478724002838135,-0.027876070232536493
331,7,1.4694478918242824,-0.034982457756996155,-0.030416689323122637
332,1,5.6220069682982965,-0.01233265083283186,-0.015072489360340894
332,2,5.03583410259243,-0.01989688351750374,-0.05396520491467432
332,3,5.499691717758025,-0.03984643891453743,-0.15653904364183466
332,4,5.99606674454126,-0.037694286555051804,-0.14547340710785053
332,5,5.493933045305275,-0.03454507142305374,-0.1292812124128884
332,6,5.328330228934842,-0.03516503423452377,-0.13246885064216038
332,7,5.409363325030693,-0.03553115576505661,-0.13435132321260176
333,1,2.7545948890314818,-0.04824057221412659,-0.18082985562433948
333,2,1.6489017088519557,-0.04594254121184349,-0.1692062732831902
333,3,0.46255971455794326,-0.043049395084381104,-0.15457256198681257
333,4,0.8026995978295316,-0.04240306839346886,-0.15130340177807855
333,5,1.0768301229344337,-0.04266079515218735,-0.1526069995966048
333,6,0.9660761301776862,-0.04276842996478081,-0.15315142310773727
333,7,0.8418081534954388,-0.041302163153886795,-0.1457349552734964
334,1,9.338350894285272,-0.009469935670495033,-0.013930798370457867
334,2,7.8679899001560765,-0.014842059463262558,-0.041720289432495394
334,3,8.320519334552506,-0.021264629438519478,-0.074943639788457
334,4,8.445763915280084,-0.02418362721800804,-0.09004334073213462
334,5,7.537825094189808,-0.026084288954734802,-0.09987528511432371
334,6,7.795404078779258,-0.02817259356379509,-0.11067788842484723
334,7,7.285067135665549,-0.028961382806301117,-0.1147582209804677
335,1,6.1550467530380075,-0.019904563203454018,-0.01840643303310059
335,2,6.395295235492134,-0.02146180532872677,-0.0265902219226422
335,3,6.84363876610962,-0.02284729853272438,-0.03387141712369362
335,4,6.595055839257521,-0.0315391905605793,-0.07954999738570362
335,5,6.016959739085313,-0.034020353108644485,-0.09258927378624804
335,6,5.870999264339291,-0.03695514798164368,-0.10801252832383497
335,7,5.953227349671658,-0.03774362802505493,-0.11215623476111371
336,1,3.315522970069747,-0.01490127295255661,0.0033792237735581865
336,2,2.7435913690451668,-0.022943882271647453,-0.03886687535230839
336,3,1.3879686038992378,-0.02664891816675663,-0.05832863303313155
336,4,1.4481581057316002,-0.028023740276694298,-0.06555027825205229
336,5,1.4946316484112823,-0.028885604813694954,-0.0700774675283946
336,6,1.6974896322359723,-0.030818093568086624,-0.08022841583864794
336,7,1.8300570225605148,-0.031597211956977844,-0.08432095737361395
337,1,6.4942991323848345,-0.020498642697930336,-0.04201644102129315
337,2,6.3653381434332355,-0.02074342407286167,-0.04327870432706209
337,3,6.890647552369969,-0.021919455379247665,-0.04934314107149563
337,4,6.42504951211294,-0.027316097170114517,-0.0771719859290804
337,5,6.291356812779866,-0.02843976765871048,-0.08296641381775458
337,6,6.00881658182174,-0.02972293645143509,-0.08958332608331586
337,7,5.896994778149162,-0.03102436289191246,-0.09629438750060257
338,1,5.4689449162647295,-0.014556623063981533,-0.003389620512543716
338,2,8.048853938400615,-0.021198417991399765,-0.037575855590831625
338,3,8.236586644422609,-0.02322121523320675,-0.04798747214626874
338,4,7.609055575462344,-0.02577272802591324,-0.061120460606457365
338,5,7.242806639948072,-0.028003346174955368,-0.07260176005131869
338,6,6.737801320503098,-0.02968584932386875,-0.08126183594906564
338,7,6.738980284746272,-0.03094126097857952,-0.08772361298629307
339,1,1.2740887825870684,-0.01909060589969158,-0.062323752197217426
339,2,0.15636791611183992,-0.02436481975018978,-0.08870940593968828
339,3,1.482745525952815,-0.02805790863931179,-0.10718506267843335
339,4,1.0016201441306707,-0.031189564615488052,-0.12285200235326682
339,5,0.7416564290842181,-0.032456908375024796,-0.12919222566610405
339,6,0.5058037818307293,-0.032325513660907745,-0.12853488875702973
339,7,0.3996978255148494,-0.03261178731918335,-0.12996704866502
340,1,8.006542008746765,-0.03031267412006855,-0.11378339236977912
340,2,9.572702964918777,-0.037687964737415314,-0.1516279945322454
340,3,8.864953638028153,-0.03972742706537247,-0.16209302491970448
340,4,8.832229286340072,-0.04213796928524971,-0.1744621661563248
340,5,8.599641389788239,-0.04342019930481911,-0.1810416336633058
340,6,9.001173781568488,-0.045601096004247665,-0.19223240189597532
340,7,8.993475394724987,-0.048900093883275986,-0.20916044836142578
341,1,11.048660662697927,-0.018834494054317474,-0.015878251943626964
341,2,8.80923350997777,-0.022435929626226425,-0.03443492340097835
341,3,8.717005256425058,-0.02644987404346466,-0.0551170781449763
341,4,8.196883625117202,-0.02950676530599594,-0.07086794351713495
341,5,8.433952482883429,-0.02908368408679962,-0.06868798526780819
341,6,8.585966821480335,-0.02913394197821617,-0.0689469428863841
341,7,8.736613519986635,-0.031078921630978584,-0.07896859888630378
342,1,6.1063942400550815,-0.009540713392198086,-0.017606024865135565
342,2,7.404785595962785,-0.010368386283516884,-0.021834245345690177
342,3,7.564204684894021,-0.00968997459858656,-0.018368535388826192
342,4,7.909083147186631,-0.01272317860275507,-0.03386385416348167
342,5,7.192422257916521,-0.01235123910009861,-0.031963777165486096
342,6,6.734354175013736,-0.012857940047979355,-0.034552291719746865
342,7,6.573719392474111,-0.015351835638284683,-0.04729251859185336
343,1,6.971339617601089,-0.013764637522399426,-0.021080980472361125
343,2,7.229317385101897,-0.01768357865512371,-0.04133446174971917
343,3,7.838335079021006,-0.019132321700453758,-0.048821711277220334
343,4,7.103769631823819,-0.02179008163511753,-0.06255728148697377
343,5,6.998822783578561,-0.02536032721400261,-0.08100866912934247
343,6,6.848912176438233,-0.026480525732040405,-0.0867979675504267
343,7,6.7704006221866155,-0.027264976873993874,-0.09085208981929377
344,1,5.240372489158597,-0.010424078442156315,-0.012474609266787264
344,2,7.00443720835387,-0.02444215677678585,-0.08559036665438244
344,3,6.011428472340059,-0.031853146851062775,-0.12424474847033536
344,4,5.660813333420635,-0.0354645773768425,-0.14308131592571646
344,5,5.687183472612812,-0.0360860638320446,-0.1463228767012744
344,6,5.643437396165452,-0.03716467320919037,-0.15194870783538605
344,7,5.410806999230735,-0.039336662739515305,-0.16327741179585165
345,1,10.625573479672566,0.00013545739057008177,-0.052435229235597326
345,2,11.301740176520191,-0.007292687892913818,-0.09048487564058398
345,3,11.400073230255577,-0.01218232698738575,-0.11553137533766537
345,4,10.417464350203398,-0.016059909015893936,-0.13539375274957685
345,5,9.525457415401974,-0.01847917027771473,-0.1477860838174998
345,6,9.302263034266042,-0.022200515493750572,-0.1668481597755298
345,7,9.304927332915833,-0.023552125319838524,-0.17377159409156295
346,1,8.231086082221402,-0.007966907694935799,-0.020333488053984022
346,2,9.607865889054235,-0.01413317397236824,-0.05264579842304079
346,3,9.33931210159404,-0.022113801911473274,-0.09446568022932936
346,4,9.360841514054174,-0.027571633458137512,-0.12306566909508365
346,5,9.373717342433881,-0.030398394912481308,-0.13787839195564677
346,6,9.316525072706106,-0.032208990305662155,-0.147366227489341
346,7,9.08437440874289,-0.033130474388599396,-0.15219496474270722
347,1,7.781432716501262,-0.04098067060112953,-0.04900771619892878
347,2,8.295307397395216,-0.04639117419719696,-0.07709160709447181
347,3,8.287712427351488,-0.0480036661028862,-0.08546144660113766
347,4,8.165241922377774,-0.0488862581551075,-0.09004265026540882
347,5,8.409290712875295,-0.0479990616440773,-0.08543754658582002
347,6,8.399005878271154,-0.050691261887550354,-0.09941174631865195
347,7,8.2109197774778,-0.05267058685421944,-0.10968567838870211
348,1,4.763333118636832,-0.010733584873378277,-0.017002672426620777
348,2,7.414749909106366,-0.017697002738714218,-0.05259987888883001
348,3,7.417126164165333,-0.0212472602725029,-0.07074890467879565
348,4,7.42030101621746,-0.023853570222854614,-0.0840724413674422
348,5,7.946894641538987,-0.02669261395931244,-0.0985857203342295
348,6,7.558396103981932,-0.03277987614274025,-0.12970399198237573
348,7,7.399378997170564,-0.033618416637182236,-0.13399063680031306
349,1,5.079228238093851,-0.017808925360441208,0.015991351728965014
349,2,6.142864186041615,-0.018561089411377907,0.012163252593085242
349,3,6.549032919849725,-0.019798533990979195,0.005865343885574486
349,4,6.019910664415584,-0.024452902376651764,-0.017822817723679
349,5,5.880423792625442,-0.026437250897288322,-0.027922054516069134
349,6,5.96829813356594,-0.027416199445724487,-0.0329043613514893
349,7,5.928759676751733,-0.031695831567049026,-0.05468532257281274
350,1,6.481776254506515,-0.015874551609158516,-0.0503171380775013
350,2,6.5646507403199355,-0.015797723084688187,-0.049926492685711185
350,3,7.04257420110885,-0.019859254360198975,-0.07057791723574859
350,4,6.422396086979888,-0.023093141615390778,-0.0870210698606221
350,5,5.991652486127066,-0.028112472966313362,-0.11254256302508849
350,6,5.773605180544143,-0.031116414815187454,-0.1278165260298228
350,7,5.701561127257856,-0.03185060992836952,-0.1315496438999982
351,1,4.9426161828574475,-0.012502731755375862,0.007738683438766915
351,2,5.036044758779415,-0.02324543334543705,-0.046486599098512445
351,3,5.0499666225049555,-0.02672312781214714,-0.06404074629833367
351,4,5.530432004759455,-0.02849121391773224,-0.07296540717826451
351,5,5.011028864393397,-0.029612988233566284,-0.07862771928003982
351,6,4.760889929366842,-0.029666787013411522,-0.07889927611449271
351,7,5.036429796105921,-0.030844395980238914,-0.08484342139390051
352,1,5.8036398343717925,-0.004125616978853941,-0.019618719533697156
352,2,6.320728171539324,-0.0043084691278636456,-0.020576047708352595
352,3,6.10251377889138,-0.009309360757470131,-0.04675837305344193
352,4,6.192269792040999,-0.012959887273609638,-0.065870819394128
352,5,6.1075131850964155,-0.01649249717593193,-0.08436590959610557
352,6,6.1018787998236785,-0.020454084500670433,-0.10510692457935715
352,7,5.776110912648377,-0.02262900583446026,-0.11649379359770094
